mean_reachF,std_reachF,n_reachF,mean_reachR,std_reachR,n_reachR,mean_peak_f,std_peak_f,n_peak_f,mean_peak_r,std_peak_r,n_peak_r,mean_t_peak_f,std_t_peak_f,n_t_peak_f,mean_t_peak_r,std_t_peak_r,n_t_peak_r,Condition
64.17999999999999,7.442212461075635,20,100.0,0.0,20,515.8,122.3470473693583,20,2122.4,17.521115081073194,20,25.9,3.258995647677202,20,57.55,2.3725402775129134,20,M4: Hetero
63.622,4.357719828679117,20,99.53,0.8293434308631084,20,468.6,124.52875381338957,20,1973.05,35.3709291873842,20,29.25,4.744803251425378,20,58.65,0.5871429486123998,20,M5: Spatial
63.842,6.193095986236354,20,99.632,0.9443103860824354,20,488.25,99.34250958439854,20,1973.05,53.987791017482536,20,29.2,3.221637373824226,20,58.65,0.7451598203705946,20,M4: Hetero M5: Spatial
