peak_f,peak_r,t_peak_f,t_peak_r,total_shares_f,total_shares_r,reach_fake,reach_real,label,features,update_scheme,run_index,seed,json_path,param_N,param_T,param_beta_see,param_beta_share_f,param_beta_share_r,param_seeds_f0,param_seeds_r0,param_gamma_correction,param_gamma_switch,param_delta_decay_f,param_delta_decay_r,param_rng_seed,param_update_scheme,param_micro_async,param_micro_refractory,param_micro_misclass,param_macro_hetero,param_macro_spatial,param_tau_post,param_eta_misclass,param_hetero_sd,param_spatial_strength,param_spatial_mode
338,2131,22,58,1967,5976,0.6104,1.0,spatial,spatial,sync,0,437165,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\spatial_20251012-203106\CA_run_00.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,437165,sync,False,False,False,False,True,3,0.02,0.2,0.35,radial
661,2114,26,59,3295,5540,0.7332,1.0,spatial,spatial,sync,1,437166,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\spatial_20251012-203106\CA_run_01.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,437166,sync,False,False,False,False,True,3,0.02,0.2,0.35,radial
331,2142,28,58,2064,5833,0.6644,1.0,spatial,spatial,sync,2,437167,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\spatial_20251012-203106\CA_run_02.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,437167,sync,False,False,False,False,True,3,0.02,0.2,0.35,radial
460,2073,22,59,2748,5374,0.658,1.0,spatial,spatial,sync,3,437168,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\spatial_20251012-203106\CA_run_03.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,437168,sync,False,False,False,False,True,3,0.02,0.2,0.35,radial
697,2098,30,59,3381,5428,0.7108,1.0,spatial,spatial,sync,4,437169,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\spatial_20251012-203106\CA_run_04.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,437169,sync,False,False,False,False,True,3,0.02,0.2,0.35,radial
560,2105,29,56,2740,5727,0.6476,1.0,spatial,spatial,sync,5,437170,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\spatial_20251012-203106\CA_run_05.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,437170,sync,False,False,False,False,True,3,0.02,0.2,0.35,radial
319,2162,20,59,1566,6274,0.5132,1.0,spatial,spatial,sync,6,437171,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\spatial_20251012-203106\CA_run_06.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,437171,sync,False,False,False,False,True,3,0.02,0.2,0.35,radial
446,2100,26,55,2442,5677,0.5972,1.0,spatial,spatial,sync,7,437172,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\spatial_20251012-203106\CA_run_07.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,437172,sync,False,False,False,False,True,3,0.02,0.2,0.35,radial
428,2134,22,59,2158,6197,0.6284,1.0,spatial,spatial,sync,8,437173,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\spatial_20251012-203106\CA_run_08.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,437173,sync,False,False,False,False,True,3,0.02,0.2,0.35,radial
601,2139,24,58,2673,5905,0.6184,1.0,spatial,spatial,sync,9,437174,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\spatial_20251012-203106\CA_run_09.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,437174,sync,False,False,False,False,True,3,0.02,0.2,0.35,radial
