peak_f,peak_r,t_peak_f,t_peak_r,total_shares_f,total_shares_r,reach_fake,reach_real,label,features,update_scheme,run_index,seed,json_path,param_N,param_T,param_beta_see,param_beta_share_f,param_beta_share_r,param_seeds_f0,param_seeds_r0,param_gamma_correction,param_gamma_switch,param_delta_decay_f,param_delta_decay_r,param_rng_seed,param_update_scheme,param_micro_async,param_micro_refractory,param_micro_misclass,param_macro_hetero,param_macro_spatial,param_tau_post,param_eta_misclass,param_hetero_sd,param_spatial_strength,param_spatial_mode
360,2128,22,56,1740,6017,0.5088,1.0,hetero,hetero,sync,0,3312823933,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\hetero_20251013-182737\CA_run_00.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,3312823933,sync,False,False,False,True,False,3,0.02,0.2,0.35,radial
537,2147,28,59,2543,6063,0.638,1.0,hetero,hetero,sync,1,3312823934,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\hetero_20251013-182737\CA_run_01.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,3312823934,sync,False,False,False,True,False,3,0.02,0.2,0.35,radial
555,2147,28,58,2780,5894,0.7128,1.0,hetero,hetero,sync,2,3312823935,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\hetero_20251013-182737\CA_run_02.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,3312823935,sync,False,False,False,True,False,3,0.02,0.2,0.35,radial
448,2144,32,59,2659,5574,0.6756,1.0,hetero,hetero,sync,3,3312823936,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\hetero_20251013-182737\CA_run_03.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,3312823936,sync,False,False,False,True,False,3,0.02,0.2,0.35,radial
718,2105,26,59,3303,5817,0.6316,1.0,hetero,hetero,sync,4,3312823937,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\hetero_20251013-182737\CA_run_04.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,3312823937,sync,False,False,False,True,False,3,0.02,0.2,0.35,radial
517,2103,27,59,2774,5819,0.6472,1.0,hetero,hetero,sync,5,3312823938,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\hetero_20251013-182737\CA_run_05.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,3312823938,sync,False,False,False,True,False,3,0.02,0.2,0.35,radial
632,2103,27,59,3228,5734,0.6728,1.0,hetero,hetero,sync,6,3312823939,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\hetero_20251013-182737\CA_run_06.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,3312823939,sync,False,False,False,True,False,3,0.02,0.2,0.35,radial
598,2116,27,57,2699,5911,0.6116,1.0,hetero,hetero,sync,7,3312823940,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\hetero_20251013-182737\CA_run_07.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,3312823940,sync,False,False,False,True,False,3,0.02,0.2,0.35,radial
482,2091,21,59,2988,5570,0.7944,1.0,hetero,hetero,sync,8,3312823941,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\hetero_20251013-182737\CA_run_08.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,3312823941,sync,False,False,False,True,False,3,0.02,0.2,0.35,radial
562,2138,27,57,2857,5810,0.7384,1.0,hetero,hetero,sync,9,3312823942,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\hetero_20251013-182737\CA_run_09.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,3312823942,sync,False,False,False,True,False,3,0.02,0.2,0.35,radial
552,2144,29,59,2584,5916,0.6396,1.0,hetero,hetero,sync,10,3312823943,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\hetero_20251013-182737\CA_run_10.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,3312823943,sync,False,False,False,True,False,3,0.02,0.2,0.35,radial
499,2127,22,59,2438,5871,0.6588,1.0,hetero,hetero,sync,11,3312823944,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\hetero_20251013-182737\CA_run_11.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,3312823944,sync,False,False,False,True,False,3,0.02,0.2,0.35,radial
773,2112,29,59,3075,5799,0.6132,1.0,hetero,hetero,sync,12,3312823945,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\hetero_20251013-182737\CA_run_12.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,3312823945,sync,False,False,False,True,False,3,0.02,0.2,0.35,radial
513,2128,26,59,2565,5874,0.6496,1.0,hetero,hetero,sync,13,3312823946,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\hetero_20251013-182737\CA_run_13.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,3312823946,sync,False,False,False,True,False,3,0.02,0.2,0.35,radial
574,2134,25,56,2734,5859,0.674,1.0,hetero,hetero,sync,14,3312823947,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\hetero_20251013-182737\CA_run_14.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,3312823947,sync,False,False,False,True,False,3,0.02,0.2,0.35,radial
308,2123,26,51,1905,6197,0.6244,1.0,hetero,hetero,sync,15,3312823948,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\hetero_20251013-182737\CA_run_15.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,3312823948,sync,False,False,False,True,False,3,0.02,0.2,0.35,radial
329,2102,21,59,1828,5557,0.5052,1.0,hetero,hetero,sync,16,3312823949,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\hetero_20251013-182737\CA_run_16.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,3312823949,sync,False,False,False,True,False,3,0.02,0.2,0.35,radial
