mean_reachF,std_reachF,n_reachF,mean_reachR,std_reachR,n_reachR,mean_peak_f,std_peak_f,n_peak_f,mean_peak_r,std_peak_r,n_peak_r,mean_t_peak_f,std_t_peak_f,n_t_peak_f,mean_t_peak_r,std_t_peak_r,n_t_peak_r,Condition
65.05599999999998,5.760385951981817,20,99.99000000000001,0.025546654946339217,20,511.1,140.61440369434345,20,2124.1,23.492215956063315,20,25.05,3.3162280411715703,20,58.35,1.0894228312566054,20,Baseline
65.826,7.864304700420289,20,100.0,0.0,20,509.65,122.67469820198201,20,2151.3,18.993350637026968,20,21.65,3.1668513334889994,20,56.45,2.235479461111784,20,M1: Async
65.75,5.913394251945947,20,93.10000000000001,4.957121405773612,20,910.85,153.10274328045205,20,1927.1,156.45947852735748,20,35.0,3.9068091705043444,20,59.0,0.0,20,M2: Refractory
80.47400000000002,3.421671490583757,20,99.97,0.10290516840378124,20,176.3,44.80143324775037,20,2142.85,20.84851376755162,20,15.9,3.110254685797662,20,57.15,1.9269556026896004,20,M3: Misclass (η=0.02)
69.196,7.696767879407154,20,97.762,3.6731853378662755,20,1024.4,158.2893419958327,20,2102.4,154.82023531553585,20,28.5,2.982404540317303,20,59.0,0.0,20,M1+M2
81.07600000000001,3.9514293216772227,20,100.0,0.0,20,173.55,51.3670742381681,20,2155.5,12.487888869662983,20,15.05,2.762054917705485,20,54.4,4.070432538764348,20,M1+M3
85.708,3.371086971352275,20,99.974,0.058435749692336864,20,546.9,116.74393932200957,20,2262.4,39.38794899859334,20,28.45,2.723677854048011,20,58.8,0.4103913408340616,20,M2+M3
86.54600000000002,2.740242786016557,20,100.0,0.0,20,577.45,81.15383377784505,20,2319.95,25.38021400930053,20,24.35,2.0332758116683998,20,58.65,0.5871429486123998,20,M1+M2+M3
