peak_f,peak_r,t_peak_f,t_peak_r,total_shares_f,total_shares_r,reach_fake,reach_real,label,features,update_scheme,run_index,seed,json_path,param_N,param_T,param_beta_see,param_beta_share_f,param_beta_share_r,param_seeds_f0,param_seeds_r0,param_gamma_correction,param_gamma_switch,param_delta_decay_f,param_delta_decay_r,param_rng_seed,param_update_scheme,param_micro_async,param_micro_refractory,param_micro_misclass,param_macro_hetero,param_macro_spatial,param_tau_post,param_eta_misclass,param_hetero_sd,param_spatial_strength,param_spatial_mode
1104,1767,35,59,2268,2469,0.6244,0.8932,refractory,refractory,sync,0,2396317610,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\refractory_20251013-181238\CA_run_00.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,2396317610,sync,False,True,False,False,False,3,0.02,0.2,0.35,radial
667,2120,29,59,1680,2924,0.618,0.992,refractory,refractory,sync,1,2396317611,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\refractory_20251013-181238\CA_run_01.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,2396317611,sync,False,True,False,False,False,3,0.02,0.2,0.35,radial
1255,1708,37,59,2643,2316,0.7064,0.86,refractory,refractory,sync,2,2396317612,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\refractory_20251013-181238\CA_run_02.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,2396317612,sync,False,True,False,False,False,3,0.02,0.2,0.35,radial
1058,1786,37,59,2216,2505,0.6352,0.8968,refractory,refractory,sync,3,2396317613,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\refractory_20251013-181238\CA_run_03.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,2396317613,sync,False,True,False,False,False,3,0.02,0.2,0.35,radial
792,2007,34,59,2056,2730,0.712,0.9616,refractory,refractory,sync,4,2396317614,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\refractory_20251013-181238\CA_run_04.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,2396317614,sync,False,True,False,False,False,3,0.02,0.2,0.35,radial
994,1814,36,59,2351,2514,0.7256,0.8848,refractory,refractory,sync,5,2396317615,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\refractory_20251013-181238\CA_run_05.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,2396317615,sync,False,True,False,False,False,3,0.02,0.2,0.35,radial
995,1828,38,59,2336,2500,0.6748,0.912,refractory,refractory,sync,6,2396317616,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\refractory_20251013-181238\CA_run_06.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,2396317616,sync,False,True,False,False,False,3,0.02,0.2,0.35,radial
803,1798,44,59,2213,2472,0.708,0.8828,refractory,refractory,sync,7,2396317617,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\refractory_20251013-181238\CA_run_07.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,2396317617,sync,False,True,False,False,False,3,0.02,0.2,0.35,radial
811,2021,36,59,1910,2835,0.6148,0.9684,refractory,refractory,sync,8,2396317618,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\refractory_20251013-181238\CA_run_08.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,2396317618,sync,False,True,False,False,False,3,0.02,0.2,0.35,radial
893,1849,33,59,2083,2564,0.6296,0.9132,refractory,refractory,sync,9,2396317619,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\refractory_20251013-181238\CA_run_09.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,2396317619,sync,False,True,False,False,False,3,0.02,0.2,0.35,radial
796,2134,30,59,1793,2977,0.6296,0.9924,refractory,refractory,sync,10,2396317620,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\refractory_20251013-181238\CA_run_10.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,2396317620,sync,False,True,False,False,False,3,0.02,0.2,0.35,radial
915,2161,30,59,1982,3031,0.6508,1.0,refractory,refractory,sync,11,2396317621,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\refractory_20251013-181238\CA_run_11.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,2396317621,sync,False,True,False,False,False,3,0.02,0.2,0.35,radial
973,1882,37,59,2084,2610,0.6072,0.9176,refractory,refractory,sync,12,2396317622,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\refractory_20251013-181238\CA_run_12.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,2396317622,sync,False,True,False,False,False,3,0.02,0.2,0.35,radial
1000,1928,31,59,2247,2617,0.6372,0.9548,refractory,refractory,sync,13,2396317623,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\refractory_20251013-181238\CA_run_13.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,2396317623,sync,False,True,False,False,False,3,0.02,0.2,0.35,radial
918,1800,42,59,2280,2536,0.7492,0.87,refractory,refractory,sync,14,2396317624,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\refractory_20251013-181238\CA_run_14.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,2396317624,sync,False,True,False,False,False,3,0.02,0.2,0.35,radial
612,2182,32,59,1441,3083,0.4864,0.9896,refractory,refractory,sync,15,2396317625,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\refractory_20251013-181238\CA_run_15.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,2396317625,sync,False,True,False,False,False,3,0.02,0.2,0.35,radial
875,2064,37,59,2033,2851,0.6736,0.982,refractory,refractory,sync,16,2396317626,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\refractory_20251013-181238\CA_run_16.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,2396317626,sync,False,True,False,False,False,3,0.02,0.2,0.35,radial
827,2099,32,59,1921,2929,0.6556,0.9824,refractory,refractory,sync,17,2396317627,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\refractory_20251013-181238\CA_run_17.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,2396317627,sync,False,True,False,False,False,3,0.02,0.2,0.35,radial
1087,1723,33,59,2532,2383,0.7328,0.8548,refractory,refractory,sync,18,2396317628,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\refractory_20251013-181238\CA_run_18.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,2396317628,sync,False,True,False,False,False,3,0.02,0.2,0.35,radial
842,1871,37,59,2154,2550,0.6788,0.9116,refractory,refractory,sync,19,2396317629,C:\Users\John Koh\Desktop\Australia\University\2025 Sem 2\CITS 4403\Project\data\runs\ca\refractory_20251013-181238\CA_run_19.json,50,60,0.35,0.5,0.4,6,5,0.7,0.3,0.12,0.06,2396317629,sync,False,True,False,False,False,3,0.02,0.2,0.35,radial
